name	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B	length
8273	KIF1BP	105	299	115	282	210	203	213	223	108	248	75	241	28264
8274	KIF1C	417	1123	429	1161	577	662	355	377	319	677	151	364	30453
8275	KIF20A	57	223	66	225	93	120	209	192	107	247	95	169	8989
8276	KIF20B	149	671	133	624	270	346	896	1113	388	1205	347	997	73355
8277	KIF21A	483	1413	495	1486	734	875	768	1153	415	1250	332	997	150164
8278	KIF21B	99	327	115	287	148	158	122	149	103	182	34	130	54316
8279	KIF22	245	1124	308	1252	520	674	623	804	434	961	308	761	14419
8280	KIF23	289	1058	269	1009	500	584	1474	1805	650	1922	496	1400	34183
8281	KIF24	204	764	200	729	408	399	595	693	322	739	227	568	76871
8282	KIF25	35	113	40	109	60	49	50	65	20	36	35	127	27218
8283	KIF26A	43	139	62	146	61	77	96	153	87	186	53	102	42177
8284	KIF26B	12	33	11	36	14	15	59	61	44	63	19	45	554449
8285	KIF27	127	335	134	321	201	244	134	169	88	153	70	168	87447
8286	KIF2A	414	1175	347	1130	472	524	760	999	420	1306	259	857	81024
8287	KIF2B	0	0	0	0	0	0	0	0	0	0	0	0	2336
8288	KIF2C	117	433	121	436	176	257	929	1151	481	1353	328	845	21407
8289	KIF3A	118	278	127	310	172	170	143	201	92	245	58	170	44953
8290	KIF3B	147	421	155	425	251	271	394	472	216	528	166	431	57362
8291	KIF3C	1123	2420	1131	2361	1782	1721	373	482	176	512	115	413	55990
8292	KIF4A	214	905	191	869	377	517	1060	1190	569	1459	415	1144	130897
8293	KIF4B	1	0	0	0	0	0	0	0	0	0	0	0	4379
8294	KIF5A	6	9	4	13	2	5	60	60	56	105	18	32	36643
8295	KIF5B	980	2228	1159	2406	1715	1517	1515	1398	812	1623	682	1444	47435
8296	KIF5C	6	9	3	9	7	5	64	67	35	83	26	70	151538
8297	KIF7	114	301	121	287	194	166	440	551	254	538	168	435	27483
8298	KIF9	66	231	74	203	132	121	137	197	79	196	51	183	54823
8299	KIFAP3	107	330	97	314	155	186	153	188	75	228	46	191	147588
8300	KIFC1	0	0	0	0	0	0	0	0	0	0	0	0	18390
8301	KIFC2	56	175	86	208	100	135	85	85	136	215	31	66	7781
8302	KIFC3	795	2543	981	2522	899	999	328	444	359	716	76	267	16893
8303	KIN	250	609	199	581	348	375	237	300	147	330	105	284	37067
8304	KIR2DL1	0	0	0	0	0	0	0	0	0	0	0	0	14515
8305	KIR2DL3	0	0	0	0	0	0	0	0	0	0	0	0	14545
8306	KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	10907
8307	KIR2DS4	0	0	0	0	0	0	0	0	0	0	0	0	15895
8308	KIR3DL1	0	0	0	0	0	0	0	0	0	0	0	0	14342
8309	KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	16774
8310	KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	12091
8311	KIRREL1	1946	4807	2017	4659	2184	1760	2596	3361	1586	3874	883	2280	106991
8312	KIRREL2	4	10	2	11	4	7	6	19	8	17	1	15	10098
8313	KIRREL3	1406	3353	1335	3116	1975	1664	3120	3960	1791	4276	1213	4041	569930
8314	KISS1	29	84	36	109	41	70	61	113	55	219	7	55	6152
8315	KISS1R	0	1	0	4	0	1	1	1	3	11	2	4	3675
8316	KIT	0	1	0	0	0	4	0	1	0	1	1	0	82789
8317	KITLG	344	978	294	937	845	955	184	169	68	210	67	198	87682
8318	KIZ	290	872	313	818	463	546	250	318	149	414	93	286	120649
8319	KL	1	1	1	1	10	12	0	1	0	3	0	4	49714
8320	KLB	2	5	0	6	1	4	0	1	0	1	0	0	44682
8321	KLC1	431	1222	480	1189	650	767	461	539	292	869	172	435	57045
8322	KLC2	411	1079	557	1087	767	812	696	787	500	1068	292	760	10159
8323	KLC3	0	2	0	4	2	1	20	30	10	27	3	15	10782
8324	KLC4	49	88	27	73	59	48	78	72	33	82	27	47	7542
8325	KLF1	0	6	1	4	1	2	1	2	0	1	0	0	2783
8326	KLF10	111	412	183	404	125	137	168	231	188	323	43	109	5189
8327	KLF11	57	173	43	169	92	88	133	205	97	212	46	124	10593
8328	KLF12	442	1119	425	1008	633	656	1108	1258	516	1421	396	1113	447919
8329	KLF13	0	1	0	0	0	0	0	0	1	0	0	0	51046
8330	KLF14	2	0	0	3	0	0	9	13	10	11	3	11	1481
8331	KLF15	9	16	5	13	18	27	222	334	63	121	542	1352	14760
8332	KLF16	91	291	160	348	195	232	285	373	239	529	113	262	11168
8333	KLF17	2	4	4	11	7	12	2	6	2	2	1	1	16292
8334	KLF18	0	0	0	0	0	0	0	0	0	0	1	0	3812
8335	KLF2	27	102	28	103	47	43	216	357	113	323	83	244	3838
8336	KLF3	706	2196	650	1880	991	1164	976	1124	469	1271	303	794	37341
8337	KLF4	121	316	199	300	248	336	2	10	5	2	1	2	4865
8338	KLF5	533	1671	494	1474	800	1011	604	725	312	967	132	325	18752
8339	KLF6	1290	3237	1050	2029	3357	4359	1473	2288	442	1231	465	1310	9287
8340	KLF7	722	1463	610	1318	1331	1005	1525	1721	357	764	1168	2967	60002
8341	KLF8	0	0	0	4	0	1	6	13	5	14	5	9	58375
8342	KLF9	141	206	96	155	341	329	347	508	65	178	150	349	30062
8343	KLHDC1	39	74	30	84	51	61	35	45	30	66	23	63	60049
8344	KLHDC10	122	411	143	421	234	266	173	206	84	268	52	174	65213
8345	KLHDC2	130	329	110	320	203	178	138	165	51	195	42	140	15071
8346	KLHDC3	171	396	245	458	344	352	372	506	278	578	182	549	7197
8347	KLHDC4	411	1204	453	1221	677	915	1087	1653	694	1571	594	1629	58182
8348	KLHDC7A	65	212	89	231	47	91	7	1	1	3	0	0	5071
8349	KLHDC7B	0	5	1	5	2	3	1	0	2	0	1	1	4822
8350	KLHDC8A	4	10	3	13	10	9	13	42	4	18	3	54	20937
8351	KLHDC8B	22	77	24	80	37	41	41	48	44	86	18	33	4903
8352	KLHDC9	2	12	0	6	1	5	0	0	0	0	0	0	1959
8353	KLHL1	1	2	0	1	0	0	20	11	1	5	1	5	407902
8354	KLHL10	0	2	0	2	3	0	0	2	0	0	0	0	10590
8355	KLHL11	331	746	523	987	422	702	257	317	141	270	116	233	16915
8356	KLHL12	167	555	208	544	304	409	308	370	166	379	137	411	36178
8357	KLHL13	5	10	1	4	6	4	22	34	6	30	7	24	75927
8358	KLHL14	0	1	0	1	1	1	48	51	38	45	23	50	100340
8359	KLHL15	223	766	272	743	408	556	146	183	88	196	70	190	43472
8360	KLHL17	29	125	56	144	37	83	76	91	81	157	25	80	5134
8361	KLHL18	106	297	125	336	208	219	367	369	220	534	103	295	63978
8362	KLHL2	60	196	53	207	130	168	219	336	70	231	175	503	113139
8363	KLHL20	100	373	114	373	199	259	196	187	99	235	69	189	71763
8364	KLHL21	317	865	405	956	397	566	174	272	102	257	175	607	12176
8365	KLHL22	263	934	294	953	443	617	732	913	531	974	268	764	54366
8366	KLHL23	34	101	38	107	44	41	106	126	52	153	45	85	18042
8367	KLHL24	265	584	289	607	334	415	154	236	66	241	46	160	48898
8368	KLHL25	157	473	234	441	263	317	312	312	205	457	145	293	35634
8369	KLHL26	86	284	86	243	155	171	12	23	10	15	54	151	22988
8370	KLHL28	185	476	198	485	289	345	295	320	138	404	125	391	36824
8371	KLHL29	564	1405	626	1342	976	906	2734	3920	1405	3551	1405	4254	323188
8372	KLHL3	50	90	39	91	65	64	45	48	15	28	14	40	88929
8373	KLHL30	30	72	21	70	33	47	52	77	16	48	34	87	14186
8374	KLHL31	54	162	114	173	76	171	102	132	46	94	66	170	17809
8375	KLHL32	1	2	1	5	0	4	3	1	2	2	5	4	104669
8376	KLHL33	0	3	0	0	0	1	0	0	0	0	0	0	6833
8377	KLHL34	0	0	0	1	0	0	0	2	0	1	0	0	3040
8378	KLHL35	7	30	10	27	29	16	34	34	17	25	6	23	8237
8379	KLHL36	272	610	272	620	389	448	318	390	197	470	522	1578	19177
8380	KLHL38	8	17	4	11	13	15	1	4	0	2	0	4	7277
8381	KLHL4	35	88	32	57	206	166	798	745	133	238	579	1435	151886
8382	KLHL40	0	1	0	0	0	0	7	9	2	4	4	7	6929
8383	KLHL41	4	5	1	13	7	3	4	5	3	8	1	3	16562
8384	KLHL42	180	572	191	494	336	385	230	276	132	350	73	218	22788
8385	KLHL5	551	1421	447	1293	931	1071	685	863	257	726	522	1509	64003
8386	KLHL6	8	11	5	11	6	9	17	7	1	7	3	5	68186
8387	KLHL7	54	121	42	107	84	79	84	88	43	131	29	82	19754
8388	KLHL8	215	525	225	572	350	375	288	341	164	388	128	356	60167
8389	KLHL9	106	343	124	332	172	225	98	136	45	114	63	160	5763
8390	KLK1	0	1	0	0	0	0	3	2	0	0	2	8	4643
8391	KLK10	0	4	0	6	0	1	3	6	3	11	3	4	6956
8392	KLK11	0	0	0	0	0	0	0	0	0	0	0	0	4387
8393	KLK12	0	0	0	0	0	0	0	1	0	0	0	0	5802
8394	KLK13	0	1	0	4	0	1	3	7	6	3	0	3	9486
8395	KLK14	34	40	20	60	37	40	2	0	3	3	0	2	6239
8396	KLK15	0	3	1	0	1	2	1	0	0	2	1	1	6236
8397	KLK2	0	5	0	2	0	1	20	24	13	22	8	21	7136
8398	KLK3	0	0	0	1	0	0	0	2	0	0	0	3	5851
8399	KLK4	2	1	0	3	0	0	0	0	1	0	0	0	4388
8400	KLK5	0	0	0	0	0	0	0	2	0	0	0	0	9787
8401	KLK6	0	0	0	0	0	0	19	7	9	14	5	4	10343
8402	KLK7	0	0	1	1	0	0	1	0	1	0	0	0	7338
8403	KLK8	0	0	0	1	0	3	0	0	0	0	0	0	5696
8404	KLK9	0	0	0	0	0	0	0	0	1	0	0	0	7123
8405	KLKB1	1	0	0	4	2	3	2	0	1	0	0	1	31005
8406	KLLN	124	463	182	471	258	283	76	75	48	74	42	76	4278
8407	KLRB1	0	0	0	0	0	0	0	0	0	0	0	0	12629
8408	KLRC1	0	0	0	0	1	0	0	0	2	0	0	0	7354
8409	KLRC2	6	7	2	6	6	5	0	2	0	0	0	0	5396
8410	KLRC3	2	4	6	5	0	2	0	0	1	0	0	0	5013
8411	KLRC4	1	8	2	5	2	0	1	0	1	3	0	1	2375
8412	KLRC4-KLRK1	19	36	30	26	56	28	5	7	1	4	8	24	37795
8413	KLRD1	0	0	0	0	0	0	6	10	0	1	2	7	9435
8414	KLRF1	0	0	0	0	0	0	0	0	0	0	0	0	17526
8415	KLRF2	0	0	0	0	0	0	0	0	0	0	0	0	14346
8416	KLRG1	3	17	3	9	4	10	3	2	2	7	2	2	21124
8417	KLRG2	7	22	8	21	8	12	21	25	9	7	5	12	31021
8418	KLRK1	0	0	2	1	5	2	0	1	0	0	3	6	17703
8419	KMO	14	34	9	31	13	10	6	9	1	6	11	7	63515
8420	KMT2A	332	880	358	995	405	512	562	676	460	1102	187	500	90336
8421	KMT2B	886	2782	990	2702	1460	1741	622	841	505	1032	307	728	20863
8422	KMT2C	508	1596	512	1464	768	908	729	850	389	1054	257	835	301082
8423	KMT2D	815	2172	791	2137	1170	1321	1151	1364	780	1681	373	1198	36351
8424	KMT2E	517	1502	506	1557	592	772	885	975	537	1507	226	610	99897
8425	KMT5A	104	373	109	365	174	216	154	181	155	316	55	141	18080
8426	KMT5B	259	624	333	707	424	517	638	685	318	800	220	676	47600
8427	KMT5C	179	580	212	589	121	217	88	106	69	149	17	64	8270
8428	KNCN	0	1	0	1	1	0	2	1	2	2	3	3	5573
8429	KNDC1	8	31	10	44	16	18	35	31	31	65	10	15	10168
8430	KNG1	7	12	2	7	1	4	0	0	0	0	0	0	25587
8431	KNL1	82	262	75	299	130	183	491	472	222	715	121	388	68436
8432	KNOP1	225	750	287	693	385	519	202	327	150	295	116	309	11820
8433	KNSTRN	105	382	99	312	178	202	391	449	208	496	157	400	11569
8434	KNTC1	165	625	180	666	282	389	594	607	292	805	260	658	99155
8435	KPNA1	486	1462	477	1355	794	844	881	1111	469	1367	281	940	93040
8436	KPNA2	135	412	131	473	202	296	370	532	220	588	176	438	10901
8437	KPNA3	317	862	307	867	649	694	555	657	271	710	296	792	93616
8438	KPNA4	621	1752	573	1789	1054	1070	992	1307	410	1382	420	1437	70595
8439	KPNA5	88	267	76	261	127	143	169	224	98	301	66	229	60665
8440	KPNA6	166	398	191	512	265	289	366	497	206	542	142	410	68527
8441	KPNA7	32	73	28	65	30	40	5	4	0	8	6	7	33917
8442	KPNB1	580	1696	591	1771	904	1107	1204	1498	671	1865	466	1229	32444
8443	KPRP	0	0	1	0	0	0	0	0	0	0	1	1	4025
8444	KPTN	155	393	208	422	253	263	288	264	157	296	98	212	9125
8445	KRAS	184	568	172	563	281	419	283	383	170	455	117	302	46144
8446	KRBA1	103	321	101	299	159	194	142	170	129	293	43	146	19566
8447	KRBA2	23	53	24	47	29	36	16	18	13	13	7	29	2905
8448	KRBOX1	0	0	0	0	0	0	0	0	0	0	0	0	6452
8449	KRBOX4	78	229	63	210	125	137	162	168	80	203	57	161	27452
8450	KRCC1	606	1895	566	1753	913	1117	739	968	404	1005	294	952	28600
8451	KREMEN1	63	159	52	154	108	131	186	192	81	161	239	653	73744
8452	KREMEN2	4	17	10	24	10	15	20	12	22	31	6	13	4169
8453	KRI1	127	449	165	556	266	348	306	376	204	484	107	322	12943
8454	KRIT1	230	647	215	640	350	387	419	410	181	465	155	453	47133
8455	KRR1	85	312	116	290	123	193	123	126	49	143	46	140	14001
8456	KRT1	0	0	0	0	0	0	0	0	0	0	0	0	5673
8457	KRT10	4	14	8	23	7	7	1	4	0	1	1	3	4496
8458	KRT12	0	0	0	0	0	0	0	0	0	0	0	0	6034
8459	KRT13	0	0	0	1	0	0	0	0	0	0	1	0	4634
8460	KRT14	0	0	0	0	0	0	3	4	1	3	0	0	4618
8461	KRT15	4	23	4	21	4	0	11	14	7	13	1	12	5275
8462	KRT16	2	1	1	1	1	2	1	0	0	2	0	2	3051
8463	KRT17	0	0	0	0	0	0	36	50	23	86	10	23	5192
8464	KRT18	463	1139	380	1096	1001	1231	352	418	210	504	102	219	3844
8465	KRT19	98	208	155	250	71	66	0	0	0	0	1	0	4774
8466	KRT2	0	0	0	1	1	0	1	0	0	0	0	1	7619
8467	KRT20	0	0	0	0	0	0	0	0	0	0	0	0	9356
8468	KRT222	9	8	6	16	7	7	9	9	7	8	5	11	9546
8469	KRT23	0	0	0	0	0	0	0	0	0	0	0	0	14949
8470	KRT24	0	0	0	0	0	0	0	0	0	0	0	0	5761
8471	KRT25	0	0	0	0	0	0	0	0	0	0	0	0	7313
8472	KRT26	0	0	0	0	0	0	0	0	0	0	0	0	5923
8473	KRT27	0	0	0	3	0	0	0	0	0	0	0	0	5728
8474	KRT28	0	0	0	0	0	0	0	0	0	0	0	0	7765
8475	KRT3	0	0	0	0	0	0	0	0	0	0	0	0	6425
8476	KRT31	0	0	0	0	0	0	0	0	0	0	0	0	3870
8477	KRT32	1	0	0	1	4	0	0	0	0	0	0	1	7875
8478	KRT33A	0	0	0	0	0	0	0	0	0	0	0	0	4722
8479	KRT33B	0	0	0	0	0	0	0	0	0	0	0	0	6308
8480	KRT34	0	0	0	0	0	0	0	0	0	0	0	0	4717
8481	KRT35	0	0	0	0	0	0	0	0	0	0	0	0	4453
8482	KRT36	0	0	0	0	0	0	0	0	0	0	0	0	3730
8483	KRT37	0	0	0	0	0	0	0	0	0	0	0	0	4015
8484	KRT38	0	0	0	1	0	1	0	0	0	0	0	0	4977
8485	KRT39	0	0	0	0	0	0	0	0	0	0	0	0	8477
8486	KRT4	0	1	0	3	0	1	1	1	0	0	0	1	7575
8487	KRT40	0	0	0	0	0	0	0	0	0	0	0	0	9421
8488	KRT5	0	0	0	0	2	0	11	20	3	0	21	65	5886
8489	KRT6A	2	0	0	0	1	1	45	18	6	3	13	22	6225
8490	KRT6B	0	0	0	0	0	0	2	0	0	0	0	0	5477
8491	KRT6C	0	0	0	0	0	0	0	0	0	0	0	0	5271
8492	KRT7	2597	6923	2190	5513	6317	7538	141	215	51	109	59	155	15757
8493	KRT71	0	0	0	0	0	0	0	0	0	0	2	1	9240
8494	KRT72	0	2	0	0	0	0	0	1	0	0	0	0	15951
8495	KRT73	0	0	0	0	0	0	0	0	0	0	0	0	10991
8496	KRT74	0	0	0	0	0	0	0	0	0	0	0	0	8008
8497	KRT75	0	1	0	1	0	0	29	36	12	43	3	11	10258
8498	KRT76	0	0	0	0	0	1	0	0	0	0	0	0	9192
8499	KRT77	0	0	0	0	0	0	3	1	0	1	0	2	13839
8500	KRT78	4	8	8	10	4	10	0	0	0	0	0	1	10481
8501	KRT79	2	1	1	1	1	0	5	1	0	1	0	1	12848
8502	KRT8	603	1945	643	1806	2076	2312	527	773	256	498	270	585	7899
8503	KRT80	426	1204	439	1127	402	330	2912	4103	2066	5134	432	1664	23006
8504	KRT81	164	372	99	278	346	308	55	49	54	52	14	21	5604
8505	KRT82	0	0	0	0	0	0	0	0	0	0	0	0	12443
8506	KRT83	3	7	4	4	2	3	0	0	0	0	2	1	7099
8507	KRT84	0	2	0	0	0	0	0	0	0	0	0	1	7823
8508	KRT85	0	2	1	2	2	1	0	0	0	0	0	0	4618
8509	KRT86	501	1134	322	922	838	943	273	291	119	207	69	229	34520
8510	KRT9	0	0	0	0	0	0	0	0	0	0	0	0	6219
8511	KRTAP1-1	0	0	0	0	0	0	0	0	0	0	0	0	904
8512	KRTAP1-3	0	0	0	0	0	0	0	0	0	0	0	0	973
8513	KRTAP1-4	0	0	0	0	0	0	0	0	0	0	0	0	450
8514	KRTAP1-5	0	0	0	0	0	0	0	0	0	0	0	0	1178
8515	KRTAP10-1	0	0	0	0	0	0	0	0	0	0	0	0	1012
8516	KRTAP10-10	0	0	0	0	0	0	0	0	0	0	0	0	1101
8517	KRTAP10-11	0	0	0	0	0	0	0	0	0	0	0	0	1238
8518	KRTAP10-12	0	0	0	0	0	0	0	0	0	0	0	0	874
8519	KRTAP10-2	0	0	0	0	0	0	0	0	0	0	0	0	1150
8520	KRTAP10-3	0	0	0	0	0	0	0	0	0	0	0	0	739
8521	KRTAP10-4	0	0	0	0	0	0	0	0	0	0	0	0	1644
8522	KRTAP10-5	0	1	0	0	1	1	0	0	0	0	0	0	1151
8523	KRTAP10-6	0	0	0	0	0	0	0	0	0	0	0	0	1239
8524	KRTAP10-7	0	0	0	0	0	0	0	0	0	0	0	0	1579
8525	KRTAP10-8	0	0	0	0	0	0	0	0	0	0	0	0	877
8526	KRTAP10-9	0	0	0	0	0	0	0	0	0	0	0	0	1257
8527	KRTAP11-1	0	0	0	0	0	0	0	0	0	0	0	0	913
8528	KRTAP12-1	0	0	0	0	0	0	0	1	0	0	0	1	589
8529	KRTAP12-2	0	0	0	0	0	0	0	0	0	0	0	0	740
8530	KRTAP12-3	0	0	0	0	0	0	0	0	0	0	0	0	411
8531	KRTAP12-4	0	0	0	0	0	0	0	0	0	0	0	0	448
8532	KRTAP13-1	0	0	0	0	0	0	0	0	0	0	0	0	750
8533	KRTAP13-2	0	0	0	0	0	0	0	0	0	0	0	0	850
8534	KRTAP13-3	0	0	0	0	0	0	0	0	0	0	0	0	548
8535	KRTAP13-4	0	0	0	0	0	0	0	0	0	0	0	0	646
8536	KRTAP15-1	0	0	0	0	0	0	0	0	0	0	0	0	592
8537	KRTAP16-1	0	0	0	0	0	0	0	0	0	0	0	0	1555
8538	KRTAP17-1	0	0	0	0	0	0	0	0	0	0	0	0	780
8539	KRTAP19-1	0	0	0	0	0	0	0	0	0	0	0	0	681
8540	KRTAP19-2	0	0	0	0	0	0	0	0	0	0	0	0	395
8541	KRTAP19-3	0	0	0	0	0	0	0	0	0	0	0	0	495
8542	KRTAP19-4	0	0	0	0	0	0	0	0	0	1	0	0	332
8543	KRTAP19-5	0	0	0	0	0	0	1	0	0	1	0	0	462
8544	KRTAP19-6	0	0	0	0	0	0	0	0	0	0	0	0	331
8545	KRTAP19-7	0	0	0	0	0	0	0	0	0	0	0	0	440
8546	KRTAP19-8	0	0	0	0	0	0	0	0	0	0	0	0	319
8547	KRTAP2-1	0	0	0	0	0	0	0	0	0	0	0	0	777
8548	KRTAP2-2	0	0	0	0	0	0	0	0	0	0	0	0	715
8549	KRTAP2-3	0	0	0	0	0	0	0	0	0	0	0	0	854
8550	KRTAP2-4	0	0	0	0	0	0	0	0	0	0	0	0	765
8551	KRTAP20-1	0	0	0	0	0	0	1	0	0	0	0	0	276
8552	KRTAP20-2	0	0	0	0	0	0	0	0	0	2	0	0	385
8553	KRTAP20-3	0	0	0	0	0	0	0	0	0	1	0	0	274
8554	KRTAP20-4	0	0	0	0	0	0	0	0	0	0	0	0	225
8555	KRTAP21-1	0	0	0	0	0	0	0	0	0	0	0	0	415
8556	KRTAP21-2	0	0	0	0	0	0	0	0	0	0	0	0	441
8557	KRTAP21-3	0	0	0	0	0	0	0	0	0	2	0	0	254
8558	KRTAP22-1	0	0	0	0	0	0	1	0	0	0	0	0	297
8559	KRTAP22-2	0	0	0	0	0	0	0	0	0	0	0	0	294
8560	KRTAP23-1	0	0	0	0	0	0	0	0	0	0	0	0	209
8561	KRTAP24-1	0	0	0	0	0	0	0	0	0	0	0	0	1651
8562	KRTAP25-1	0	0	0	0	0	0	0	0	0	0	0	0	371
8563	KRTAP26-1	0	0	0	0	0	0	0	0	0	0	0	0	1160
8564	KRTAP27-1	0	0	0	0	0	0	0	0	0	0	0	0	683
8565	KRTAP29-1	0	0	0	0	0	0	0	0	0	0	0	0	1027
8566	KRTAP3-1	0	0	0	0	0	0	0	0	0	0	0	0	595
8567	KRTAP3-2	0	0	0	0	0	0	0	0	0	0	0	0	695
8568	KRTAP3-3	0	0	0	0	0	0	0	0	0	0	0	0	705
8569	KRTAP4-1	0	1	0	0	0	0	0	0	0	0	0	0	797
8570	KRTAP4-11	0	0	0	0	0	0	0	0	0	0	0	0	1175
8571	KRTAP4-12	0	0	0	0	0	0	0	0	0	0	0	0	1078
8572	KRTAP4-2	0	0	1	2	0	0	0	0	0	0	0	0	764
8573	KRTAP4-3	0	0	0	0	0	0	0	0	0	0	0	0	943
8574	KRTAP4-4	0	1	0	0	1	0	0	0	0	0	0	0	1080
8575	KRTAP4-5	0	0	0	0	0	0	0	1	0	0	1	0	880
8576	KRTAP4-6	0	0	0	0	0	0	0	0	0	0	0	0	1056
8577	KRTAP4-7	0	0	0	0	0	0	0	0	0	0	0	0	939
8578	KRTAP4-8	0	0	0	0	0	0	0	0	0	0	0	0	1144
8579	KRTAP4-9	0	0	0	0	0	0	0	0	0	0	0	0	1101
8580	KRTAP5-1	0	0	0	0	0	0	0	0	0	0	0	0	943
8581	KRTAP5-10	0	1	0	0	0	0	0	0	1	0	0	0	1059
8582	KRTAP5-11	0	0	0	0	0	0	0	0	0	0	0	0	1022
8583	KRTAP5-2	0	0	0	0	0	0	0	0	0	0	0	0	1119
8584	KRTAP5-3	0	0	0	0	0	0	0	0	0	0	0	0	900
8585	KRTAP5-4	0	0	0	0	0	0	0	0	0	0	0	0	1182
8586	KRTAP5-5	0	0	0	0	0	0	0	0	0	0	0	0	1129
8587	KRTAP5-6	0	0	0	0	0	0	0	0	0	0	0	0	562
8588	KRTAP5-7	0	0	0	1	0	0	0	0	0	0	0	0	899
8589	KRTAP5-8	1	3	1	1	0	1	0	0	0	0	0	0	1184
8590	KRTAP5-9	2	3	1	3	1	2	0	1	0	0	0	2	1189
8591	KRTAP6-1	0	0	0	0	0	0	0	0	0	0	0	0	220
8592	KRTAP6-2	0	0	0	0	0	0	0	0	0	0	0	0	190
8593	KRTAP6-3	0	0	0	0	0	0	0	1	0	0	0	1	617
8594	KRTAP7-1	0	0	0	0	0	0	0	0	0	0	0	0	695
8595	KRTAP8-1	0	0	0	0	0	0	0	0	0	0	0	0	557
8596	KRTAP9-1	0	0	0	0	0	0	0	0	0	0	0	0	754
8597	KRTAP9-2	0	0	0	0	0	0	0	0	0	0	0	0	1006
8598	KRTAP9-3	0	0	0	0	0	0	0	0	0	0	0	0	993
8599	KRTAP9-4	0	0	0	0	0	0	0	0	0	0	0	0	968
8600	KRTAP9-6	0	0	0	0	0	0	0	0	0	0	0	0	484
8601	KRTAP9-7	0	0	0	0	0	0	0	0	0	0	0	0	511
8602	KRTAP9-8	0	0	0	0	0	0	0	0	0	0	0	0	988
8603	KRTAP9-9	0	0	0	0	0	0	0	0	0	0	0	0	982
8604	KRTCAP2	154	341	152	388	188	214	159	196	140	182	77	225	3922
8605	KRTCAP3	54	87	46	78	77	59	70	60	38	82	22	37	1933
8606	KRTDAP	1	5	4	2	2	3	5	6	1	5	3	8	3209
8607	KSR1	1153	3155	1061	2744	1578	1944	552	1181	310	1221	190	772	151684
8608	KSR2	265	675	275	700	398	399	1044	1243	469	1161	397	1253	515213
8609	KTI12	136	350	184	339	217	234	273	273	174	290	142	213	1697
8610	KTN1	619	1654	589	1690	894	991	1278	1579	610	1928	574	1835	104379
8611	KXD1	114	324	120	294	169	235	112	160	78	172	83	165	11627
8612	KY	12	48	6	34	40	33	2	2	1	1	1	2	44046
8613	KYAT1	31	95	40	90	108	110	81	80	31	73	39	133	12639
8614	KYAT3	146	415	142	409	228	243	560	699	314	795	185	619	56977
8615	KYNU	4838	11599	4452	11784	5840	6275	14	29	24	37	49	16	111913
8616	L1CAM	16	60	33	56	30	14	101	159	126	228	36	79	14432
8617	L1TD1	0	1	0	0	0	0	2	5	1	1	0	3	17528
8618	L2HGDH	133	397	134	463	220	253	332	448	166	441	144	433	69797
8619	L3HYPDH	487	1248	599	1516	682	767	624	933	495	895	313	879	10889
8620	L3MBTL1	41	149	62	178	78	68	421	558	234	609	145	422	27461
8621	L3MBTL2	143	497	185	438	213	325	345	471	264	522	199	432	25964
8622	L3MBTL3	92	251	93	240	141	122	112	102	51	120	45	117	121807
8623	L3MBTL4	36	104	41	102	94	101	539	755	282	737	279	774	460207
8624	LACC1	25	97	19	81	48	68	19	29	6	12	12	19	14107
8625	LACRT	0	0	0	0	0	0	0	0	0	0	0	0	4042
8626	LACTB	88	170	87	204	102	99	63	74	31	123	10	32	9673
8627	LACTB2	869	2121	839	2058	1682	1476	494	502	246	494	205	639	31948
8628	LACTBL1	0	0	0	2	3	0	0	0	0	0	2	1	19275
8629	LAD1	42	96	27	115	84	59	114	109	15	37	89	205	18705
8630	LAG3	73	182	86	182	61	81	100	87	114	228	7	48	5953
8631	LAGE3	34	136	74	155	57	119	15	31	20	32	7	32	1490
8632	LAIR1	0	0	0	0	0	0	0	0	0	0	0	0	11492
8633	LAIR2	0	0	0	0	0	0	0	0	0	0	0	0	7895
8634	LALBA	0	0	0	0	0	0	0	0	0	0	0	0	2364
8635	LAMA1	1	17	5	10	5	7	765	1148	365	989	326	857	176072
8636	LAMA2	31	75	35	84	50	54	377	394	140	267	220	656	633427
8637	LAMA4	0	0	0	0	0	0	0	0	0	0	0	0	935
8638	LAMA5	1922	6226	2242	5919	3096	4055	847	1068	632	1104	401	1099	58254
8639	LAMB1	1378	4577	1669	4859	1630	2009	470	506	224	444	244	600	79560
8640	LAMB2	125	372	113	326	206	237	225	281	219	386	52	222	12054
8641	LAMB3	353	779	380	814	505	426	590	646	574	1296	60	185	36466
8642	LAMB4	46	110	48	136	56	66	0	2	6	1	1	6	54821
8643	LAMC1	538	1403	513	1489	673	856	508	601	286	767	158	450	122134
8644	LAMC2	121	205	81	167	110	77	911	1575	237	738	218	892	55234
8645	LAMC3	20	65	10	57	23	29	463	659	277	662	351	936	83944
8646	LAMP1	102	269	109	284	142	191	258	345	155	374	98	342	26274
